,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling,polution_clf
14921,EEA_3161-05-5,2009,2009-01--2009-12,FRHR264,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
14932,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0530,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
14934,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0527,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
14936,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0539A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
14942,EEA_31615-01-7,2007,2007-01--2007-12,UKGB110061030670,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
14969,EEA_3161-02-2,2008,2008-01--2008-12,UKGB106040024221,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15022,EEA_31615-01-7,2008,2008-01--2008-12,UKGB110061030670,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15023,EEA_3161-02-2,2008,2008-01--2008-12,UKGB110061030670,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15102,EEA_3161-05-5,2009,2009-06--2009-08,FI36_011_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0
15116,EEA_3161-03-3,2010,2010-01--2010-12,ES030MSPF0731010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15123,EEA_3161-05-5,2010,2010-01--2010-12,ES12222,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15124,EEA_31615-01-7,2010,2010-01--2010-12,ES12222,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15125,EEA_3161-03-3,2010,2010-01--2010-12,ES030MSPF0920010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15130,EEA_31615-01-7,2010,2010-01--2010-12,ES030MSPF0731010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15139,EEA_3161-01-1,2010,2010-01--2010-12,ES12158,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15143,EEA_3161-05-5,2010,2010-01--2010-12,ES030MSPF0920010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15146,EEA_31615-01-7,2010,2010-01--2010-12,ES030MSPF0725010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15156,EEA_31615-01-7,2008,2008-01--2008-12,FRAR03,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15160,EEA_3161-05-5,2008,2008-01--2008-12,FRCR5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15163,EEA_3161-05-5,2009,2009-01--2009-12,FRHR36,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15164,EEA_31615-01-7,2009,2009-01--2009-12,FRHR36,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15165,EEA_3161-02-2,2009,2009-01--2009-12,FRHR36,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15169,EEA_3161-05-5,2009,2009-01--2009-12,FRHR41,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15171,EEA_3161-05-5,2009,2009-01--2009-12,FRER65,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15177,EEA_31615-01-7,2009,2009-01--2009-12,FRER26B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15185,EEA_3161-03-3,2009,2009-04--2009-10,FRHR14,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15186,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0295,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15190,EEA_3161-05-5,2009,2009-01--2009-12,FRGR1116,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15193,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0956C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15196,EEA_3161-02-2,2009,2009-01--2009-12,FRGR0295,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15207,EEA_31615-01-7,2009,2009-01--2009-12,FRHR41,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15211,EEA_3161-03-3,2009,2009-01--2009-12,FRGR1116,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15213,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0296,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15222,EEA_3161-01-1,2009,2009-01--2009-12,FRHR14,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15223,EEA_3161-01-1,2009,2009-01--2009-12,ES030MSPF0205010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15226,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0296,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15230,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0298,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15231,EEA_3161-02-2,2009,2009-01--2009-12,FRHR41,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15234,EEA_3161-02-2,2009,2009-01--2009-12,FRHR38,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15247,EEA_3161-02-2,2009,2009-01--2009-12,FRDR466A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15252,EEA_3161-03-3,2009,2009-04--2009-10,FRHR14,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15261,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0295,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15264,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0126C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15267,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0131,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15269,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0130,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15270,EEA_3161-03-3,2009,2009-09--2009-11,FRDR466A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15275,EEA_3161-05-5,2009,2009-01--2009-12,FRCR216,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15278,EEA_31615-01-7,2009,2009-01--2009-12,FRCR338,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15290,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0570,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15307,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0055,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15313,EEA_3161-02-2,2010,2010-01--2010-12,FRFR303A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15323,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0046,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15333,EEA_3161-02-2,2010,2010-01--2010-12,UKSC005603,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15336,EEA_31615-01-7,2010,2010-01--2010-12,UKSC005950,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15337,EEA_3161-02-2,2010,2010-01--2010-12,UKSC005950,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15339,EEA_31615-01-7,2010,2010-01--2010-12,UKSC005952,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15342,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0077,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15343,EEA_3161-02-2,2010,2010-01--2010-12,FRB2R24,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15346,EEA_3161-02-2,2010,2010-01--2010-12,FRAR43,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15351,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0069B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15354,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0056A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15355,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0074,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15359,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0054,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15368,EEA_3161-02-2,2010,2010-01--2010-12,FRAR11,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15374,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0085,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15380,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0092A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15386,EEA_3161-02-2,2010,2010-01--2010-12,FRGR0102,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15390,EEA_31615-01-7,2009,2009-01--2009-12,FRFR663,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15393,EEA_31615-01-7,2009,2009-01--2009-12,FRFR671,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15399,EEA_3161-05-5,2009,2009-01--2009-12,FRFR320,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15403,EEA_3161-01-1,2009,2009-01--2009-12,FRFR129,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15411,EEA_3161-05-5,2009,2009-01--2009-12,FRFR129,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15421,EEA_31615-01-7,2009,2009-01--2009-12,UKSC020262,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15426,EEA_31615-01-7,2009,2009-01--2009-12,UKSC020093,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15441,EEA_31615-01-7,2009,2009-01--2009-12,UKGB108048001270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15447,EEA_3161-02-2,2009,2009-01--2009-12,UKSC020165,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15480,EEA_3161-02-2,2009,2009-01--2009-12,UKSC020110,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15487,EEA_3161-02-2,2010,2010-01--2010-12,ES11302,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15490,EEA_3161-03-3,2010,2010-01--2010-12,ES080MSPF15-05,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15501,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0370,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15505,EEA_3161-02-2,2009,2009-01--2009-12,FRFRR332_4,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15506,EEA_3161-05-5,2009,2009-01--2009-12,FRFR685,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15510,EEA_31615-01-7,2009,2009-01--2009-12,FRGR0375,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15513,EEA_3161-03-3,2009,2009-01--2009-12,FRCR446,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15517,EEA_3161-05-5,2009,2009-01--2009-12,FRCR458,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15520,EEA_3161-05-5,2009,2009-01--2009-12,FRDR651,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15525,EEA_31615-01-7,2009,2009-01--2009-12,FRDR599,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15529,EEA_3161-02-2,2009,2009-01--2009-12,FRDR648B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15535,EEA_3161-01-1,2009,2009-01--2009-12,FRCR468,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15536,EEA_3161-05-5,2009,2009-01--2009-12,FRCR468,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15546,EEA_3161-03-3,2009,2009-01--2009-12,ES12053,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15548,EEA_31615-01-7,2009,2009-01--2009-12,FRGR1534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15550,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0227,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15557,EEA_3161-05-5,2009,2009-01--2009-12,FRGR0235,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15569,EEA_3161-05-5,2009,2009-01--2009-12,FRDR604,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15575,EEA_3161-05-5,2009,2009-01--2009-12,FRDR648B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15577,EEA_3161-05-5,2009,2009-01--2009-12,FRDR647,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15588,EEA_3161-03-3,2009,2009-01--2009-12,FRB1R494,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15593,EEA_31615-01-7,2009,2009-01--2009-12,FRDR10142,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15594,EEA_3161-02-2,2009,2009-01--2009-12,FRDR10142,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15599,EEA_3161-05-5,2009,2009-01--2009-12,FRDR10142,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15600,EEA_3161-05-5,2009,2009-01--2009-12,FRDR645,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15603,EEA_3161-01-1,2009,2009-01--2009-12,FRDR1806D,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15607,EEA_3161-05-5,2009,2009-01--2009-12,FRCR419,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15608,EEA_31615-01-7,2009,2009-01--2009-12,FRCR419,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15612,EEA_3161-01-1,2009,2009-01--2009-12,FRDR604,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15624,EEA_3161-02-2,2010,2010-01--2010-12,UKSC020036,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15643,EEA_3161-02-2,2010,2010-01--2010-12,UKSC020637,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15653,EEA_3161-02-2,2010,2010-01--2010-12,UKSC020057,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15673,EEA_31615-01-7,2009,2009-01--2009-12,UKSC020099,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,0
15680,EEA_3161-02-2,2009,2009-01--2009-12,UKSC020505,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15683,EEA_3161-03-3,2009,2009-01--2009-12,SE628132-132696,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15685,EEA_3161-05-5,2009,2009-01--2009-12,SE631304-129984,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15688,EEA_3161-02-2,2009,2009-01--2009-12,SE631940-152245,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15704,EEA_3161-05-5,2009,2009-01--2009-12,SE627199-375377,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,1
15706,EEA_31615-01-7,2009,2009-01--2009-12,SE627882-152464,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,1
15707,EEA_31615-01-7,2009,2009-01--2009-12,SE628132-132696,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,1
15708,EEA_31615-01-7,2009,2009-01--2009-12,SE628891-132211,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15710,EEA_31615-01-7,2009,2009-01--2009-12,SE631940-152245,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15711,EEA_3161-05-5,2009,2009-01--2009-12,SE632941-131664,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37,0
15714,EEA_3161-01-1,2010,2010-01--2010-12,ES13259,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15715,EEA_3161-05-5,2010,2010-01--2010-12,ES13259,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15740,EEA_3161-02-2,2006,2006-01--2006-12,UKGB106039023232,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15758,EEA_3161-02-2,2008,2008-01--2008-12,UKGB105033037500,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15769,EEA_3161-02-2,2006,2006-01--2006-12,UKGB109054043960,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15781,EEA_3161-02-2,2007,2007-01--2007-12,UKGB109054043960,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15797,EEA_3161-02-2,2006,2006-01--2006-12,UKGB105033037500,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25,1
15821,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0007F,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15826,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0543,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15829,EEA_3161-05-5,2008,2008-01--2008-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15834,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0548,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15842,EEA_31615-01-7,2008,2008-01--2008-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15843,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15848,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0547B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15860,EEA_3161-03-3,2008,2008-01--2008-12,BERW06_OU06R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004,0
15862,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0546,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15885,EEA_3161-03-3,2008,2008-01--2008-12,FRGR0574,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15886,EEA_3161-02-2,2008,2008-01--2008-12,FRGR0574,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15888,EEA_3161-01-1,2008,2008-01--2008-12,FRGR0544,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15890,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15893,EEA_3161-03-3,2009,2009-01--2009-12,ES014MSPFES-014-MR-204-000-05-00,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15902,EEA_3161-05-5,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15903,EEA_31615-01-7,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15904,EEA_3161-02-2,2009,2009-01--2009-12,ES014MSPFES-014-NR-111-025-02-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,1
15906,EEA_3161-03-3,2009,2009-01--2009-12,FRGR0513,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15907,EEA_3161-01-1,2009,2009-01--2009-12,FRGR0514,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15914,EEA_3161-05-5,2009,2009-01--2009-12,ES10358,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15915,EEA_3161-03-3,2009,2009-01--2009-12,ES11080,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15920,EEA_3161-01-1,2009,2009-01--2009-12,ES11151,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84,0
15929,EEA_3161-01-1,2009,2009-01--2009-12,FRCR212,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15931,EEA_3161-02-2,2010,2010-01--2010-12,FRAR50,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,1
15939,EEA_3161-02-2,2010,2010-01--2010-12,FRDR2027A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26,0
15946,EEA_31615-01-7,2010,2010-01--2010-12,FI02_021_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0
15947,EEA_3161-02-2,2010,2010-01--2010-12,FI02_021_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12,0
